Date,Open,High,Low,Close,Volume,Adj Close
2016-12-30,104.709999,105.150002,104.330002,104.629997,3466400,104.629997
2016-12-29,104.50,105.099998,104.480003,104.989998,2407100,104.989998
2016-12-28,104.870003,105.099998,104.519997,104.620003,1806300,104.620003
2016-12-27,105.089996,105.32,104.989998,105.129997,1468400,105.129997
2016-12-23,104.970001,105.25,104.629997,105.089996,1758800,105.089996
2016-12-22,104.550003,105.449997,104.25,105.349998,2605000,105.349998
2016-12-21,104.82,105.690002,104.690002,104.699997,3242500,104.699997
2016-12-20,104.889999,105.040001,104.370003,104.900002,4895600,104.900002
2016-12-19,105.459999,105.870003,105.129997,105.410004,3655300,105.410004
2016-12-16,105.550003,105.919998,105.129997,105.870003,7310300,105.870003
2016-12-15,104.230003,105.57,104.230003,105.300003,4178400,105.300003
2016-12-14,105.879997,106.529999,104.209999,104.470001,4861800,104.470001
2016-12-13,104.809998,106.010002,104.68,105.629997,4318700,105.629997
2016-12-12,103.82,104.870003,103.669998,104.720001,4847100,104.720001
2016-12-09,102.230003,104.050003,102.040001,103.57,5005800,103.57
2016-12-08,102.139999,102.610001,102.00,102.150002,3974900,102.150002
2016-12-07,101.160004,102.93,101.160004,102.809998,4787600,102.809998
2016-12-06,101.080002,101.610001,100.809998,101.550003,4758500,101.550003
2016-12-05,100.620003,100.910004,100.120003,100.709999,3940900,100.709999
2016-12-02,99.400002,100.639999,99.400002,100.599998,4544300,100.599998
2016-12-01,99.889999,100.050003,98.50,99.029999,7094700,99.029999
2016-11-30,101.510002,101.919998,100.099998,100.099998,8022200,100.099998
2016-11-29,102.790001,103.050003,102.300003,102.540001,3886800,101.787001
2016-11-28,102.269997,103.25,101.900002,102.790001,5556900,102.035166
2016-11-25,102.00,102.910004,101.739998,102.169998,3644900,101.419716
2016-11-23,102.519997,102.889999,101.459999,101.529999,4658400,100.784416
2016-11-22,102.529999,103.00,102.440002,102.889999,4540300,102.13443
2016-11-21,101.309998,102.32,101.309998,102.260002,3870800,101.509059
2016-11-18,101.400002,101.800003,101.18,101.309998,4919200,100.566031
2016-11-17,101.809998,101.93,101.18,101.620003,4212600,100.873759
2016-11-16,102.360001,102.900002,101.470001,101.709999,3962900,100.963095
2016-11-15,101.400002,102.050003,100.82,101.849998,5672300,101.102066
2016-11-14,102.860001,103.339996,100.449997,101.389999,7248800,100.645445
2016-11-11,103.00,103.769997,102.57,103.190002,5888400,102.43223
2016-11-10,106.889999,106.889999,102.400002,103.25,9095200,102.491787
2016-11-09,106.449997,107.349998,105.00,107.25,6515800,106.462413
2016-11-08,106.970001,108.93,106.970001,108.720001,4671000,107.921619
2016-11-07,106.660004,107.199997,106.379997,106.959999,5469100,106.174541
2016-11-04,106.559998,106.970001,105.809998,105.809998,2897600,105.032985
2016-11-03,107.07,107.139999,106.519997,106.629997,3447700,105.846963
2016-11-02,106.68,107.440002,106.610001,106.709999,3679200,105.926377
2016-11-01,107.139999,107.300003,106.120003,106.709999,4289600,105.926377
2016-10-31,107.029999,107.43,106.919998,107.199997,3141700,106.412777
2016-10-28,106.900002,107.529999,106.519997,107.07,3378900,106.283734
2016-10-27,107.279999,107.540001,106.300003,106.629997,4205300,105.846963
2016-10-26,107.489998,107.949997,106.949997,107.07,3440700,106.283734
2016-10-25,107.389999,107.629997,106.809998,107.230003,3756300,106.442563
2016-10-24,106.120003,107.900002,106.120003,107.309998,5126000,106.52197
2016-10-21,106.010002,106.010002,105.269997,105.620003,3615400,104.844385
2016-10-20,106.110001,106.32,105.580002,105.870003,3751600,105.092549
2016-10-19,106.809998,107.010002,106.080002,106.260002,4330600,105.479685
2016-10-18,107.449997,108.18,106.940002,106.949997,3850000,106.164613
2016-10-17,106.830002,107.07,106.559998,106.849998,4104400,106.065349
2016-10-14,106.07,107.059998,105.779999,106.830002,4788600,106.045499
2016-10-13,105.849998,106.169998,105.290001,105.919998,3582600,105.142178
2016-10-12,105.870003,106.160004,105.50,106.080002,3419800,105.301006
2016-10-11,106.120003,106.209999,105.00,105.57,3814400,104.794749
2016-10-10,106.449997,106.620003,105.82,106.220001,3119300,105.439978
2016-10-07,106.760002,106.919998,105.650002,105.989998,4398400,105.211663
2016-10-06,105.730003,106.529999,105.459999,106.400002,4886000,105.618656
2016-10-05,107.239998,107.489998,105.690002,106.010002,6297000,105.231521
2016-10-04,108.309998,108.370003,106.580002,107.099998,5830100,106.313513
2016-10-03,108.769997,108.830002,107.470001,108.25,4566000,107.455069
2016-09-30,108.370003,109.239998,108.370003,108.769997,7173300,107.971247
2016-09-29,109.50,109.709999,107.709999,107.760002,7249100,106.96867
2016-09-28,107.910004,107.910004,106.860001,107.379997,5030500,106.591455
2016-09-27,107.370003,107.870003,106.730003,107.489998,3779300,106.700648
2016-09-26,107.239998,107.379997,106.870003,107.029999,4440400,106.244027
2016-09-23,107.68,107.989998,107.040001,107.339996,3235900,106.551748
