Date,Open,High,Low,Close,Volume,Adj Close
2016-12-30,117.769997,117.910004,116.82,117.199997,153400,117.199997
2016-12-29,117.290001,117.629997,116.779999,117.040001,181700,117.040001
2016-12-28,118.959999,119.220001,118.400002,118.419998,105600,118.419998
2016-12-27,119.459999,119.959999,119.040001,119.389999,227900,119.389999
2016-12-23,120.779999,121.110001,120.779999,120.900002,94600,120.900002
2016-12-22,120.699997,120.900002,120.470001,120.660004,104700,120.660004
2016-12-21,121.349998,121.440002,121.00,121.110001,87400,121.110001
2016-12-20,121.360001,122.059998,121.25,121.669998,257800,121.669998
2016-12-19,121.32,122.230003,121.239998,121.839996,171900,121.839996
2016-12-16,120.870003,121.449997,120.709999,121.00,203800,121.00
2016-12-15,121.919998,122.209999,121.699997,121.980003,211100,121.980003
2016-12-14,121.949997,122.449997,120.980003,121.059998,161200,121.059998
2016-12-13,122.220001,123.18,122.169998,123.07,201900,123.07
2016-12-12,121.800003,122.449997,121.389999,121.860001,245700,121.860001
2016-12-09,122.809998,123.150002,122.610001,122.980003,291800,122.980003
2016-12-08,123.050003,123.18,122.540001,122.809998,431000,122.809998
2016-12-07,119.629997,121.769997,119.629997,121.459999,300100,121.459999
2016-12-06,117.440002,117.919998,117.199997,117.879997,133400,117.879997
2016-12-05,117.339996,118.080002,117.300003,117.559998,156900,117.559998
2016-12-02,116.970001,117.290001,116.699997,116.830002,190700,116.830002
2016-12-01,117.690002,118.709999,117.50,117.769997,260300,117.769997
2016-11-30,118.629997,118.809998,118.25,118.529999,231600,118.529999
2016-11-29,118.150002,118.57,117.940002,118.300003,190800,118.300003
2016-11-28,117.970001,117.970001,117.410004,117.650002,174700,117.650002
2016-11-25,117.699997,118.150002,117.410004,117.800003,191800,117.800003
2016-11-23,113.459999,114.860001,113.370003,114.510002,269400,114.510002
2016-11-22,113.709999,113.870003,113.25,113.779999,153200,113.779999
2016-11-21,114.220001,114.669998,114.129997,114.510002,218400,114.510002
2016-11-18,114.059998,114.43,113.919998,114.040001,235500,114.040001
2016-11-17,113.00,113.239998,112.360001,113.239998,201200,113.239998
2016-11-16,112.639999,112.879997,112.370003,112.57,228700,112.57
2016-11-15,111.980003,112.489998,111.809998,112.489998,142000,112.489998
2016-11-14,111.830002,112.43,111.510002,111.779999,226700,111.779999
2016-11-11,111.449997,112.050003,111.370003,111.949997,158600,111.949997
2016-11-10,110.93,111.400002,109.940002,110.860001,371900,110.860001
2016-11-09,110.349998,112.779999,110.349998,111.809998,567900,111.809998
2016-11-08,113.00,115.400002,112.620003,113.809998,228700,113.809998
2016-11-07,111.620003,112.550003,111.489998,112.480003,354400,112.480003
2016-11-04,110.529999,111.199997,110.239998,110.559998,321400,110.559998
2016-11-03,113.790001,114.18,112.940002,113.169998,320400,113.169998
2016-11-02,114.139999,114.669998,113.129997,113.379997,227400,113.379997
2016-11-01,115.760002,115.760002,114.18,114.730003,307300,114.730003
2016-10-31,115.510002,115.790001,115.400002,115.660004,135000,115.660004
2016-10-28,114.839996,115.139999,114.410004,114.809998,140500,114.809998
2016-10-27,115.389999,115.50,114.809998,114.849998,216100,114.849998
2016-10-26,114.93,115.699997,114.75,115.50,211200,115.50
2016-10-25,115.43,115.75,115.239998,115.25,159900,115.25
2016-10-24,115.129997,115.519997,115.029999,115.449997,141300,115.449997
2016-10-21,114.860001,115.360001,114.610001,115.269997,174700,115.269997
2016-10-20,115.879997,116.32,115.629997,116.139999,161400,116.139999
2016-10-19,115.129997,115.379997,114.889999,114.889999,112600,114.889999
2016-10-18,115.519997,115.519997,114.830002,115.050003,188100,115.050003
2016-10-17,115.18,115.839996,115.080002,115.43,163900,115.43
2016-10-14,115.32,115.830002,115.050003,115.089996,156800,115.089996
2016-10-13,114.529999,115.199997,114.089996,114.690002,231700,114.690002
2016-10-12,115.00,115.349998,114.639999,115.150002,157700,115.150002
2016-10-11,115.800003,115.800003,115.019997,115.32,224600,115.32
2016-10-10,116.129997,116.830002,116.059998,116.419998,165200,116.419998
2016-10-07,115.959999,116.089996,115.220001,115.889999,228900,115.889999
2016-10-06,116.220001,116.650002,116.18,116.440002,133600,116.440002
2016-10-05,116.43,117.18,116.43,117.07,202300,117.07
2016-10-04,115.559998,116.239998,115.110001,115.330002,165600,115.330002
2016-10-03,114.489998,115.669998,114.339996,115.260002,609500,115.260002
2016-09-30,115.260002,116.580002,115.00,116.059998,375900,116.059998
2016-09-29,116.529999,116.849998,115.760002,115.989998,400300,115.989998
2016-09-28,117.349998,117.75,116.480003,117.629997,188000,117.629997
2016-09-27,118.599998,118.599998,117.790001,118.32,325900,116.548001
2016-09-26,116.860001,117.32,116.50,117.099998,317100,115.346271
2016-09-23,117.620003,117.889999,117.260002,117.660004,402200,115.897889
2016-09-22,120.830002,121.169998,120.330002,120.800003,508300,118.990863
2016-09-21,119.629997,120.199997,118.010002,119.449997,402200,117.661075
2016-09-20,116.849998,117.010002,116.32,116.459999,195400,114.715857
2016-09-19,115.25,116.029999,114.970001,115.07,221200,113.346674
2016-09-16,114.870003,115.199997,114.379997,114.629997,600200,112.913261
2016-09-15,117.019997,118.370003,116.82,118.169998,224500,116.400246
2016-09-14,117.849998,117.849998,117.309998,117.449997,291800,115.691028
2016-09-13,119.339996,119.82,118.360001,118.809998,349800,117.030661
2016-09-12,118.660004,120.489998,118.660004,120.349998,245200,118.547598
2016-09-09,120.00,120.150002,118.639999,118.660004,370600,116.882913
2016-09-08,120.779999,121.269997,120.650002,121.010002,163700,119.197717
2016-09-07,121.370003,121.800003,120.589996,120.739998,268700,118.931757
2016-09-06,120.510002,120.75,120.080002,120.669998,291900,118.862805
2016-09-02,121.519997,122.089996,121.519997,122.080002,339000,120.251692
2016-09-01,121.589996,122.00,120.57,121.019997,341000,119.207562
2016-08-31,121.190002,121.370003,120.040001,120.629997,395300,118.823403
2016-08-30,121.230003,121.410004,120.940002,121.239998,169500,119.424269
2016-08-29,120.019997,120.440002,120.010002,120.339996,205400,118.537746
2016-08-26,118.269997,119.309998,117.970001,118.620003,405500,116.843511
2016-08-25,120.760002,120.959999,120.209999,120.290001,354300,118.488499
2016-08-24,121.580002,121.769997,120.730003,120.900002,368500,119.089364
2016-08-23,120.269997,120.400002,119.800003,119.800003,169900,118.00584
2016-08-22,120.309998,120.760002,120.199997,120.580002,332200,118.774157
2016-08-19,119.470001,119.849998,119.400002,119.620003,356800,117.828535
2016-08-18,118.25,119.160004,118.25,118.940002,775200,117.158719
2016-08-17,118.529999,119.220001,118.519997,119.199997,537100,117.414819
2016-08-16,117.00,117.709999,116.800003,117.279999,221500,115.523576
2016-08-15,117.50,117.889999,117.50,117.580002,120000,115.819086
2016-08-12,117.57,118.18,117.470001,117.790001,239900,116.02594
2016-08-11,117.230003,117.940002,117.129997,117.769997,264700,116.006235
2016-08-10,117.010002,117.349998,116.900002,116.949997,191300,115.198516
2016-08-09,117.43,117.50,116.690002,117.419998,342100,115.661478
2016-08-08,118.129997,118.519997,117.290001,117.410004,667900,115.651634
2016-08-05,115.839996,116.230003,115.410004,115.959999,602900,114.223345
2016-08-04,112.269997,112.480003,111.309998,112.309998,907300,110.628007
2016-08-03,109.800003,110.080002,109.370003,110.07,358000,108.421556
2016-08-02,110.339996,110.800003,109.080002,109.970001,534100,108.323055
