Date,Open,High,Low,Close,Volume,Adj Close
2016-12-30,115.239998,115.43,114.360001,114.639999,1718200,114.639999
2016-12-29,115.230003,115.50,114.529999,114.980003,1408700,114.980003
2016-12-28,116.18,116.279999,115.129997,115.199997,1497500,115.199997
2016-12-27,116.300003,116.779999,116.07,116.129997,979100,116.129997
2016-12-23,116.32,116.540001,115.879997,115.970001,1221700,115.970001
2016-12-22,116.639999,116.739998,115.790001,116.300003,1968800,116.300003
2016-12-21,117.040001,117.419998,116.019997,116.099998,2982300,116.099998
2016-12-20,117.190002,117.769997,117.110001,117.519997,2064000,117.519997
2016-12-19,116.260002,117.300003,116.059998,116.980003,2203400,116.980003
2016-12-16,117.379997,117.529999,115.089996,115.809998,4855400,115.809998
2016-12-15,117.209999,117.879997,116.440002,117.279999,3036400,117.279999
2016-12-14,119.849998,119.919998,116.93,117.260002,4919700,117.260002
2016-12-13,120.330002,120.43,119.360001,120.160004,3013700,120.160004
2016-12-12,119.410004,120.440002,119.330002,120.129997,2760200,120.129997
2016-12-09,118.910004,119.790001,118.440002,119.599998,3196800,119.599998
2016-12-08,119.00,119.269997,118.150002,118.980003,2155500,118.980003
2016-12-07,116.269997,118.790001,116.269997,118.620003,2495100,118.620003
2016-12-06,116.50,116.720001,116.029999,116.540001,1735600,116.540001
2016-12-05,116.910004,116.949997,116.360001,116.559998,2304900,116.559998
2016-12-02,116.690002,117.010002,116.00,116.349998,2084900,116.349998
2016-12-01,116.040001,116.760002,115.879997,116.43,2484200,116.43
2016-11-30,116.459999,116.959999,115.919998,115.919998,3318200,115.919998
2016-11-29,115.940002,116.480003,115.769997,116.279999,2733500,116.279999
2016-11-28,116.260002,116.470001,115.449997,115.690002,2628600,115.690002
2016-11-25,115.790001,116.389999,115.769997,116.260002,1077600,116.260002
2016-11-23,114.849998,115.75,114.849998,115.68,1855400,115.68
2016-11-22,114.940002,115.00,114.400002,114.629997,1983900,114.629997
2016-11-21,114.089996,114.730003,113.620003,114.699997,1849200,114.699997
2016-11-18,113.730003,114.309998,113.25,114.089996,1987800,114.089996
2016-11-17,112.919998,113.559998,112.510002,113.489998,1618300,113.489998
2016-11-16,113.18,113.389999,112.360001,112.809998,2295900,112.809998
2016-11-15,113.019997,113.330002,112.150002,113.18,3689600,113.18
2016-11-14,114.510002,114.75,112.839996,112.910004,3392300,112.910004
2016-11-11,113.129997,114.309998,113.00,114.230003,3077700,114.230003
2016-11-10,112.910004,114.110001,112.82,113.309998,4532600,113.309998
2016-11-09,110.330002,112.699997,110.239998,112.699997,6717100,112.699997
2016-11-08,109.610001,112.879997,109.510002,112.029999,5834300,111.249999
2016-11-07,107.959999,109.800003,107.959999,109.800003,3615400,109.035529
2016-11-04,107.389999,108.050003,106.889999,106.940002,2559300,106.195441
2016-11-03,107.220001,108.169998,106.68,107.480003,2245500,106.731683
2016-11-02,106.919998,107.419998,106.599998,106.900002,2568900,106.155719
2016-11-01,108.019997,108.029999,106.160004,106.839996,2906600,106.096132
2016-10-31,108.080002,108.199997,107.529999,107.760002,2328700,107.009732
2016-10-28,108.300003,108.459999,106.989998,107.699997,2397500,106.950144
2016-10-27,109.25,109.25,105.870003,108.080002,3532000,107.327504
2016-10-26,107.599998,109.040001,107.589996,108.610001,3310100,107.853812
2016-10-25,108.410004,108.730003,107.779999,107.839996,2242500,107.089169
2016-10-24,107.82,108.519997,107.75,108.449997,1808300,107.694923
2016-10-21,106.739998,107.220001,106.389999,107.160004,2816400,106.413911
2016-10-20,107.910004,107.910004,107.190002,107.400002,1946100,106.652238
2016-10-19,108.230003,108.529999,107.800003,108.050003,1991400,107.297714
2016-10-18,108.449997,108.970001,108.050003,108.129997,1692300,107.377151
2016-10-17,108.309998,108.769997,107.910004,108.029999,1759900,107.277849
2016-10-14,108.709999,109.059998,108.410004,108.419998,1566000,107.665133
2016-10-13,108.190002,108.720001,107.360001,108.300003,2088600,107.545973
2016-10-12,109.029999,109.059998,108.440002,108.739998,1483900,107.982904
2016-10-11,108.900002,109.43,108.300003,108.699997,1944400,107.943182
2016-10-10,109.279999,109.610001,108.959999,109.050003,1307700,108.290751
2016-10-07,109.040001,109.360001,108.480003,108.800003,1443000,108.042492
2016-10-06,108.910004,109.459999,108.650002,109.120003,1861600,108.360264
2016-10-05,108.519997,109.529999,108.389999,109.160004,3019100,108.399986
2016-10-04,109.190002,109.410004,108.220001,108.519997,1742000,107.764435
2016-10-03,109.360001,109.360001,108.309998,109.18,1445300,108.419843
2016-09-30,108.82,109.790001,108.629997,109.360001,2952500,108.598591
2016-09-29,109.360001,109.540001,108.199997,108.209999,2473400,107.456596
2016-09-28,109.760002,109.790001,108.660004,109.25,2752700,108.489356
2016-09-27,108.860001,110.230003,108.510002,110.010002,2466000,109.244066
2016-09-26,109.089996,109.279999,108.629997,108.839996,2360800,108.082207
2016-09-23,109.529999,109.93,109.199997,109.209999,1651600,108.449633
2016-09-22,110.019997,110.720001,109.510002,109.669998,2693800,108.90643
2016-09-21,109.160004,109.900002,108.669998,109.660004,2937500,108.896505
2016-09-20,107.589996,108.720001,107.589996,108.349998,3242400,107.59562
2016-09-19,107.160004,107.720001,106.949997,107.120003,2168900,106.374188
2016-09-16,106.620003,107.199997,106.160004,106.860001,3618600,106.115997
2016-09-15,106.629997,107.32,106.410004,107.080002,2134200,106.334466
2016-09-14,106.07,107.339996,106.07,106.860001,1955300,106.115997
2016-09-13,107.739998,107.769997,106.529999,106.860001,3023600,106.115997
2016-09-12,107.349998,108.900002,107.110001,108.550003,2718400,107.794232
2016-09-09,108.440002,109.00,107.610001,107.629997,3533700,106.880632
2016-09-08,109.230003,109.459999,108.940002,108.940002,2524900,108.181517
2016-09-07,109.379997,109.660004,109.029999,109.480003,1517800,108.717758
2016-09-06,109.519997,109.529999,108.760002,109.50,1789600,108.737615
2016-09-02,110.290001,110.419998,109.190002,109.589996,1920300,108.826985
2016-09-01,109.510002,110.00,109.139999,109.50,2739200,108.737615
2016-08-31,109.059998,109.410004,108.68,109.220001,2272800,108.459566
2016-08-30,109.290001,109.580002,109.040001,109.379997,1360100,108.618448
2016-08-29,109.25,109.370003,108.910004,109.120003,1924600,108.360264
2016-08-26,109.220001,109.82,108.589996,108.949997,1922900,108.191441
2016-08-25,109.690002,109.690002,109.019997,109.330002,1845000,108.568801
2016-08-24,109.459999,109.769997,109.059998,109.639999,2774100,108.87664
2016-08-23,109.830002,110.239998,109.400002,109.440002,2150000,108.678035
2016-08-22,110.379997,110.379997,109.669998,109.830002,2061500,109.065319
2016-08-19,110.419998,110.739998,110.080002,110.57,1613300,109.800165
2016-08-18,110.029999,110.519997,109.970001,110.489998,1833400,109.72072
2016-08-17,109.809998,110.309998,109.519997,110.239998,1542700,109.472461
2016-08-16,109.339996,109.970001,109.339996,109.809998,1267300,109.045454
2016-08-15,110.040001,110.75,109.809998,109.849998,1548800,109.085177
2016-08-12,109.970001,110.059998,109.620003,109.910004,1700600,109.144764
2016-08-11,109.940002,111.029999,109.900002,110.900002,2786800,109.353298
2016-08-10,109.620003,110.00,109.389999,109.879997,1519500,108.347519
2016-08-09,109.07,110.00,109.00,109.650002,1790400,108.120731
2016-08-08,109.089996,109.410004,108.559998,108.959999,2037000,107.440352
2016-08-05,108.07,108.910004,107.940002,108.790001,2413000,107.272725
2016-08-04,108.389999,109.00,107.779999,107.839996,2196000,106.33597
2016-08-03,107.400002,108.370003,107.400002,108.290001,2335000,106.779699
2016-08-02,107.910004,108.129997,106.919998,107.459999,2440300,105.961273
2016-08-01,108.139999,108.559998,107.629997,108.010002,2834700,106.503605
2016-07-29,107.00,108.440002,105.959999,108.099998,3993900,106.592346
2016-07-28,108.269997,109.010002,108.209999,108.730003,4481700,107.213564
2016-07-27,110.110001,110.480003,108.660004,108.800003,4763800,107.282588
2016-07-26,110.25,110.43,109.82,110.370003,1404100,108.830691
2016-07-25,110.199997,110.419998,109.910004,110.099998,1323600,108.564452
