Date,Open,High,Low,Close,Volume,Adj Close
2016-12-30,74.150002,74.150002,73.550003,73.699997,53200,73.699997
2016-12-29,74.75,74.82,74.110001,74.190002,94200,74.190002
2016-12-28,75.379997,75.379997,74.669998,74.760002,64800,74.760002
2016-12-27,74.720001,75.080002,74.699997,74.970001,55900,74.970001
2016-12-23,74.699997,74.879997,74.400002,74.57,42100,74.57
2016-12-22,75.059998,75.169998,74.480003,75.050003,81900,75.050003
2016-12-21,76.419998,76.589996,75.93,76.080002,60700,76.080002
2016-12-20,76.160004,76.32,75.589996,75.989998,72600,75.989998
2016-12-19,76.400002,76.839996,75.949997,76.080002,109200,76.080002
2016-12-16,75.75,76.269997,75.559998,76.150002,192300,76.150002
2016-12-15,75.239998,76.410004,75.160004,76.099998,189500,76.099998
2016-12-14,76.769997,78.089996,75.25,75.379997,259100,75.379997
2016-12-13,73.980003,76.510002,73.440002,76.050003,567500,76.050003
2016-12-12,70.489998,71.07,69.970001,70.099998,154500,70.099998
2016-12-09,70.550003,71.169998,70.050003,70.650002,138300,70.650002
2016-12-08,71.370003,71.830002,70.970001,71.480003,72300,71.480003
2016-12-07,70.82,71.800003,70.629997,71.720001,91800,71.720001
2016-12-06,70.760002,70.989998,70.510002,70.760002,69400,70.760002
2016-12-05,70.699997,71.120003,70.660004,70.900002,84100,70.900002
2016-12-02,71.220001,71.419998,70.57,70.82,117300,70.82
2016-12-01,71.300003,72.139999,70.550003,71.050003,141900,71.050003
2016-11-30,69.360001,71.18,69.360001,70.540001,197400,70.540001
2016-11-29,67.620003,68.339996,67.620003,67.809998,87500,67.809998
2016-11-28,69.07,69.290001,68.260002,68.290001,107700,68.290001
2016-11-25,68.800003,68.900002,68.300003,68.519997,50100,68.519997
2016-11-23,68.440002,69.07,68.440002,68.660004,143300,68.660004
2016-11-22,69.300003,69.779999,69.019997,69.300003,139300,69.300003
2016-11-21,67.309998,68.089996,67.25,68.029999,143100,68.029999
2016-11-18,66.699997,67.089996,66.330002,66.739998,130900,66.739998
2016-11-17,66.690002,67.169998,66.260002,66.400002,106900,66.400002
2016-11-16,66.410004,67.089996,66.239998,66.470001,102000,66.470001
2016-11-15,66.449997,67.400002,66.419998,67.290001,156300,67.290001
2016-11-14,65.510002,66.00,65.029999,65.669998,109600,65.669998
2016-11-11,65.730003,66.150002,65.110001,65.760002,114200,65.760002
2016-11-10,67.339996,67.529999,66.379997,66.760002,140700,66.760002
2016-11-09,68.019997,69.07,67.690002,68.25,276100,68.25
2016-11-08,68.860001,70.50,68.800003,69.800003,128700,69.800003
2016-11-07,69.300003,69.910004,69.160004,69.870003,140800,69.870003
2016-11-04,67.309998,67.790001,67.040001,67.150002,114000,67.150002
2016-11-03,67.730003,68.169998,67.099998,67.290001,71100,67.290001
2016-11-02,67.839996,68.379997,66.760002,67.18,141100,67.18
2016-11-01,69.339996,69.739998,68.269997,68.800003,145200,68.800003
2016-10-31,68.080002,68.32,67.580002,67.730003,157900,67.730003
2016-10-28,69.50,69.580002,67.940002,67.989998,123100,67.989998
2016-10-27,70.400002,70.510002,69.989998,70.150002,110600,70.150002
2016-10-26,70.879997,71.480003,70.639999,71.059998,48400,71.059998
2016-10-25,72.529999,72.949997,71.739998,71.800003,101500,71.800003
2016-10-24,72.839996,73.410004,72.25,73.220001,240300,73.220001
2016-10-21,70.989998,71.519997,70.970001,71.139999,133000,71.139999
2016-10-20,71.25,71.760002,70.769997,71.489998,130800,71.489998
2016-10-19,69.949997,70.839996,69.650002,70.129997,140000,70.129997
2016-10-18,69.900002,69.900002,69.459999,69.610001,44000,69.610001
2016-10-17,69.050003,69.160004,68.519997,68.739998,85300,68.739998
2016-10-14,69.830002,69.949997,69.160004,69.510002,93900,69.510002
2016-10-13,68.849998,69.519997,68.019997,69.349998,124100,69.349998
2016-10-12,70.279999,70.379997,69.620003,70.279999,122400,70.279999
2016-10-11,71.860001,71.879997,70.540001,70.949997,94000,70.949997
2016-10-10,71.629997,73.279999,71.400002,72.860001,223700,72.860001
2016-10-07,71.68,71.839996,70.480003,70.980003,95600,70.980003
2016-10-06,71.459999,72.790001,71.410004,72.32,338000,72.32
2016-10-05,68.779999,69.970001,68.360001,69.75,276200,69.75
2016-10-04,66.830002,67.349998,66.269997,66.50,63700,66.50
2016-10-03,65.93,66.639999,65.540001,66.459999,105100,66.459999
2016-09-30,66.059998,67.239998,66.059998,66.800003,106900,66.800003
2016-09-29,65.900002,66.790001,65.510002,65.800003,165400,65.800003
2016-09-28,64.160004,66.040001,63.619999,66.019997,111700,66.019997
2016-09-27,64.120003,64.129997,63.540001,63.959999,85800,63.959999
2016-09-26,63.849998,64.440002,63.849998,63.889999,83200,63.889999
2016-09-23,64.889999,65.449997,64.349998,64.449997,77000,64.449997
2016-09-22,65.900002,66.129997,65.220001,65.440002,82400,65.440002
2016-09-21,64.720001,65.75,64.519997,65.68,175000,65.68
2016-09-20,64.290001,64.639999,63.93,64.059998,82700,64.059998
2016-09-19,64.43,64.620003,63.970001,64.220001,209200,64.220001
2016-09-16,63.740002,64.709999,63.669998,64.480003,164300,64.480003
2016-09-15,64.190002,64.800003,63.93,64.50,71700,64.50
2016-09-14,64.379997,64.910004,63.610001,63.869999,181700,63.869999
2016-09-13,65.080002,65.389999,64.019997,64.519997,191600,64.519997
2016-09-12,64.959999,67.00,64.919998,66.769997,104100,66.769997
2016-09-09,66.169998,66.610001,65.080002,65.110001,122100,65.110001
2016-09-08,67.300003,67.82,66.690002,67.68,183900,67.358999
2016-09-07,67.589996,67.669998,66.910004,66.919998,139600,66.602602
2016-09-06,67.650002,67.839996,67.089996,67.720001,75000,67.398811
2016-09-02,67.669998,67.919998,67.129997,67.550003,163100,67.229619
2016-09-01,65.800003,66.040001,65.32,65.870003,85400,65.557587
