-9.982588291168212891e-01 9.991757869720458984e-01 9.995110630989074707e-01 7.917866110801696777e-01 -8.564639091491699219e-01 8.726163506507873535e-01 9.423012733459472656e-01 7.027081251144409180e-01
-7.980604171752929688e-01 8.611357808113098145e-01 4.989006519317626953e-01 7.411523461341857910e-01 -7.945284247398376465e-01 8.491831421852111816e-01 4.574747383594512939e-01 7.381237745285034180e-01
-9.880114197731018066e-01 9.963521957397460938e-01 9.912492632865905762e-01 7.567968368530273438e-01 -7.813999652862548828e-01 8.968017697334289551e-01 9.337298274040222168e-01 6.778601408004760742e-01
-7.287018895149230957e-01 8.483917117118835449e-01 2.197042554616928101e-01 6.454959511756896973e-01 -7.265685796737670898e-01 8.298392891883850098e-01 -9.575076401233673096e-02 5.296325683593750000e-01
-9.353538751602172852e-01 9.770031571388244629e-01 9.201441407203674316e-01 7.307645678520202637e-01 -9.106782078742980957e-01 9.343758821487426758e-01 9.000741243362426758e-01 7.322686910629272461e-01
-9.967885613441467285e-01 9.981549978256225586e-01 9.977050423622131348e-01 7.324734330177307129e-01 -9.267268180847167969e-01 9.387006163597106934e-01 9.401283264160156250e-01 7.808350324630737305e-01
-8.603565096855163574e-01 9.021517038345336914e-01 9.641502499580383301e-01 9.130905270576477051e-01 -6.231445670127868652e-01 4.834633469581604004e-01 8.448368906974792480e-01 4.387342333793640137e-01
-8.640059232711791992e-01 9.345956444740295410e-01 6.919174194335937500e-01 6.970524787902832031e-01 -8.697461485862731934e-01 8.978192806243896484e-01 7.930921316146850586e-01 7.076148390769958496e-01
-9.667519927024841309e-01 9.903578162193298340e-01 9.647068381309509277e-01 7.411688566207885742e-01 -9.276974201202392578e-01 9.391956925392150879e-01 9.271764755249023438e-01 7.427138090133666992e-01
-6.401428580284118652e-01 7.339496612548828125e-01 -2.842677831649780273e-01 2.342638373374938965e-01 -6.864566206932067871e-01 6.534801721572875977e-01 -2.994219660758972168e-01 2.591778635978698730e-01
-9.975684881210327148e-01 9.988928437232971191e-01 9.990671277046203613e-01 7.613304257392883301e-01 -9.336899518966674805e-01 9.411224722862243652e-01 9.422283172607421875e-01 7.955347299575805664e-01
-9.760274291038513184e-01 9.920963048934936523e-01 9.754379391670227051e-01 7.401831150054931641e-01 -8.870826959609985352e-01 8.999065756797790527e-01 9.308481812477111816e-01 6.879276633262634277e-01
-9.784302711486816406e-01 9.957777261734008789e-01 9.803069829940795898e-01 7.358363270759582520e-01 -8.873686790466308594e-01 9.329323768615722656e-01 8.875651955604553223e-01 4.800320267677307129e-01
-6.726653575897216797e-01 8.025197386741638184e-01 2.022529691457748413e-01 5.786871910095214844e-01 -7.028796672821044922e-01 8.176983594894409180e-01 -7.798717916011810303e-02 6.163332462310791016e-01
